id,text,drug_raw,drug_normalized,food_raw,food_category,symptom,event_sequence,temporal_relation,interaction_category,severity,is_interaction_present,confidence_label,notes
N357,I took levothyroxine and didn’t wait before eating,levothyroxine,levothyroxine,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R004; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N358,Immediately ate breakfast after my thyroid pill,levothyroxine,levothyroxine,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R004; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N359,I keep eating greens daily while on warfarin therapy,warfarin,warfarin,leafy greens,leafy_green_high_vitk,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R005; rule_category=food_drug; clinical_strength=strong; confidence_base=0.88
N360,Spinach is part of my diet even during warfarin use,warfarin,warfarin,spinach,leafy_green_high_vitk,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R005; rule_category=food_drug; clinical_strength=strong; confidence_base=0.88
N361,I mixed alcohol with my sedative and felt extremely sleepy,sedative,sedative,alcohol,alcohol,drowsiness,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,2,TRUE,low,source_rule=R007; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N362,"After taking sleeping pills, I drank alcohol unknowingly",sedative,sedative,alcohol,alcohol,none,took_drug|drank_food,drug_before_food,possible_interaction,2,TRUE,low,source_rule=R007; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N363,"Even after taking metformin, I ate a sugary snack",metformin,metformin,high_carb,high_sugar_or_high_carb,none,took_drug|ate_food,drug_before_food,possible_interaction,1,TRUE,medium,source_rule=R010; rule_category=food_drug; clinical_strength=moderate; confidence_base=0.7
N364,I took my diabetes medicine but still had dessert,antidiabetic,antidiabetic,high_carb,high_sugar_or_high_carb,none,took_drug|ate_food,drug_before_food,possible_interaction,1,TRUE,medium,source_rule=R010; rule_category=food_drug; clinical_strength=moderate; confidence_base=0.7
N365,Took a painkiller without food and got stomach pain later,NSAID,nsaid,none,none_reported,stomach pain,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R011; rule_category=timing; clinical_strength=strong; confidence_base=0.9
N366,I didn’t eat before taking NSAIDs and felt discomfort,NSAID,nsaid,none,none_reported,stomach pain,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R011; rule_category=timing; clinical_strength=strong; confidence_base=0.9
N367,Skipped meals and took diabetes meds… I felt weak,antidiabetic,antidiabetic,none,none_reported,dizziness,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R012; rule_category=timing; clinical_strength=strong; confidence_base=0.88
N368,I felt dizzy after taking my tablet without food,antidiabetic,antidiabetic,none,none_reported,dizziness,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R012; rule_category=timing; clinical_strength=strong; confidence_base=0.88
N369,I started feeling nausea after taking antibiotics,antibiotic,antibiotic,none,none_reported,nausea,took_drug|felt_symptom,drug_then_symptom,side_effect,0,TRUE,medium,source_rule=R013; rule_category=timing; clinical_strength=moderate; confidence_base=0.7
N370,Antibiotics seem to upset my stomach every time,antibiotic,antibiotic,none,none_reported,nausea,took_drug|felt_symptom,drug_then_symptom,side_effect,0,TRUE,medium,source_rule=R013; rule_category=timing; clinical_strength=moderate; confidence_base=0.7
N371,I took iron supplements and ate right after,iron,iron,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R014; rule_category=timing; clinical_strength=strong; confidence_base=0.85
N372,Should I avoid eating immediately after iron tablets?,iron,iron,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R014; rule_category=timing; clinical_strength=strong; confidence_base=0.85
N373,I always take my vitamins together with meals,vitamin,vitamin,food,general_food,none,took_drug|ate_food,drug_with_food,better_with_food,0,TRUE,medium,source_rule=R015; rule_category=timing; clinical_strength=strong; confidence_base=0.75
N374,Taking vitamins while eating feels normal for me,vitamin,vitamin,food,general_food,none,took_drug|ate_food,drug_with_food,better_with_food,0,TRUE,medium,source_rule=R015; rule_category=timing; clinical_strength=strong; confidence_base=0.75
N375,Coffee right after anxiety meds… is that okay?,anxiety,anxiety,coffee,caffeine,none,took_drug|drank_food,drug_before_food,possible_interaction,1,TRUE,medium,source_rule=R019; rule_category=lifestyle; clinical_strength=moderate; confidence_base=0.75
N376,I usually drink coffee with my anxiety medication,anxiety,anxiety,coffee,caffeine,none,took_drug|drank_food,drug_with_food,possible_interaction,1,TRUE,medium,source_rule=R019; rule_category=lifestyle; clinical_strength=moderate; confidence_base=0.75
N377,Alcohol combined with sedatives made me very sleepy,sedative,sedative,alcohol,alcohol,drowsiness,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,2,TRUE,low,source_rule=R020; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.92
N378,I felt heavy drowsiness after mixing pills and alcohol,sedative,sedative,alcohol,alcohol,drowsiness,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,2,TRUE,low,source_rule=R020; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.92
N379,"Even on diabetes treatment, I eat sugary snacks",diabetes,diabetes,sugar,high_sugar_or_high_carb,none,ate_food,food_only,possible_interaction,1,TRUE,medium,source_rule=R021; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.8
N380,"After my medication, I couldn’t resist sweets",diabetes,diabetes,sugar,high_sugar_or_high_carb,none,took_drug|ate_food,drug_before_food,possible_interaction,1,TRUE,medium,source_rule=R021; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.8
N381,I still consume salty foods while on BP meds,hypertension,hypertension,salt,high_sodium,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R022; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N382,High salt intake during hypertension treatment worries me,hypertension,hypertension,salt,high_sodium,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R022; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N383,I accidentally had grapefruit while on statins,statin,statin,grapefruit,grapefruit_or_citrus_interaction,none,ate_food,food_only,possible_interaction,2,TRUE,high,source_rule=R023; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N384,Drinking grapefruit juice during cholesterol treatment,statin,statin,grapefruit,grapefruit_or_citrus_interaction,none,drank_food,food_only,possible_interaction,2,TRUE,high,source_rule=R023; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N385,I drank alcohol after taking antidepressants,antidepressant,antidepressant,alcohol,alcohol,none,took_drug|drank_food,drug_before_food,possible_interaction,2,TRUE,high,source_rule=R024; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N386,Mixing alcohol with antidepressants regularly,antidepressant,antidepressant,alcohol,alcohol,none,took_drug|drank_food,drug_with_food,possible_interaction,2,TRUE,high,source_rule=R024; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.9
N387,I still haven’t stopped smoking even with asthma,asthma,asthma,smoking,smoking_lifestyle,none,habit,habit,possible_interaction,2,TRUE,high,source_rule=R025; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.95
N388,Asthma doesn’t stop me from smoking daily,asthma,asthma,smoking,smoking_lifestyle,none,habit,habit,possible_interaction,2,TRUE,high,source_rule=R025; rule_category=lifestyle; clinical_strength=strong; confidence_base=0.95
N389,Milk and antibiotics together made me feel sick,antibiotic,antibiotic,milk,dairy_or_calcium,nausea,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,0,TRUE,medium,source_rule=R026; rule_category=symptom_based; clinical_strength=moderate; confidence_base=0.75
N390,"After combining milk with antibiotics, I felt uneasy",antibiotic,antibiotic,milk,dairy_or_calcium,nausea,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,0,TRUE,medium,source_rule=R026; rule_category=symptom_based; clinical_strength=moderate; confidence_base=0.75
N391,Taking painkillers on an empty stomach caused pain,NSAID,nsaid,none,none_reported,stomach pain,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R027; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.9
N392,Skipping meals before meds made me feel dizzy,antidiabetic,antidiabetic,none,none_reported,dizziness,skipped_meal|took_drug|felt_symptom,meal_before_drug_then_symptom,side_effect,1,TRUE,high,source_rule=R028; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.88
N393,Alcohol and sedatives together made me very sleepy,sedative,sedative,alcohol,alcohol,drowsiness,took_drug|drank_food|felt_symptom,drug_before_food_then_symptom,possible_interaction,2,TRUE,low,source_rule=R029; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.92
N394,Eating greens daily while on warfarin treatment,warfarin,warfarin,leafy greens,leafy_green_high_vitk,none,ate_food,food_only,possible_interaction,1,TRUE,high,source_rule=R030; rule_category=symptom_based; clinical_strength=strong; confidence_base=0.85
N395,I regularly drink alcohol while on medication,unknown,unknown,alcohol,alcohol,none,habit,habit,possible_interaction,1,TRUE,medium,source_rule=R031; rule_category=general; clinical_strength=moderate; confidence_base=0.7
N396,I eat fatty meals along with my tablets often,unknown,unknown,high_fat,high_fat,none,ate_food,food_only,absorption_effect,0,TRUE,medium,source_rule=R032; rule_category=general; clinical_strength=heuristic; confidence_base=0.65
N397,I consume fiber-rich food together with medicine,unknown,unknown,high_fiber,high_fiber,none,ate_food,food_only,absorption_effect,0,TRUE,medium,source_rule=R033; rule_category=general; clinical_strength=heuristic; confidence_base=0.65
N398,I missed my dose and didn’t realize until later,unknown,unknown,none,none_reported,none,missed_dose,missed_dose,missed_dose,1,TRUE,high,source_rule=R034; rule_category=general; clinical_strength=strong; confidence_base=0.95
N399,I accidentally took more than the prescribed dose,unknown,unknown,none,none_reported,none,double_dose,double_dose,overdose,2,TRUE,high,source_rule=R035; rule_category=general; clinical_strength=strong; confidence_base=0.95
N400,I ate food right after taking my thyroid medicine,levothyroxine,levothyroxine,food,general_food,none,took_drug|ate_food,drug_before_food,absorption_effect,1,TRUE,high,source_rule=R004; rule_category=food_drug; clinical_strength=strong; confidence_base=0.92
N400,I forgot to take my medicine this morning,unknown,medicine,none,none,none,none,none,missed_dose,1,TRUE,high,source_rule=R_MISS_01; rule_category=adherence; clinical_strength=strong; confidence_base=0.95
N401,I missed my tablet last night,unknown,medicine,none,none,none,none,none,missed_dose,1,TRUE,high,source_rule=R_MISS_01; rule_category=adherence; clinical_strength=strong; confidence_base=0.95
N402,I did not take my prescribed dose today,unknown,medicine,none,none,none,none,none,missed_dose,1,TRUE,high,source_rule=R_MISS_01; rule_category=adherence; clinical_strength=strong; confidence_base=0.95
N403,I skipped one dose of my medication,unknown,medicine,none,none,none,none,none,missed_dose,1,TRUE,high,source_rule=R_MISS_01; rule_category=adherence; clinical_strength=strong; confidence_base=0.95
N404,I forgot my blood pressure tablet,unknown,medicine,none,none,none,none,none,missed_dose,1,TRUE,high,source_rule=R_MISS_01; rule_category=adherence; clinical_strength=strong; confidence_base=0.95
N405,I forgot my diabetes medicine yesterday,antidiabetic,antidiabetic,none,none,none,none,none,missed_dose,1,TRUE,high,source_rule=R_MISS_01; rule_category=adherence; clinical_strength=strong; confidence_base=0.95
N406,I did not take my medication on time,unknown,medicine,none,none,none,none,none,missed_dose,1,TRUE,high,source_rule=R_MISS_01; rule_category=adherence; clinical_strength=strong; confidence_base=0.95
N407,I accidentally skipped my dose,unknown,medicine,none,none,none,none,none,missed_dose,1,TRUE,high,source_rule=R_MISS_01; rule_category=adherence; clinical_strength=strong; confidence_base=0.95
N408,I forgot to take my medicine before sleep,unknown,medicine,none,none,none,none,none,missed_dose,1,TRUE,high,source_rule=R_MISS_01; rule_category=adherence; clinical_strength=strong; confidence_base=0.95
N409,I missed taking my daily tablet,unknown,medicine,none,none,none,none,none,missed_dose,1,TRUE,high,source_rule=R_MISS_01; rule_category=adherence; clinical_strength=strong; confidence_base=0.954
N410,I took my medicine twice by mistake,unknown,medicine,none,none,none,took_drug|took_drug,double_dose,overdose,2,TRUE,high,source_rule=R_OVER_01; rule_category=overdose; clinical_strength=strong; confidence_base=0.95
N411,I accidentally took an extra tablet,unknown,medicine,none,none,none,took_drug|extra_dose,double_dose,overdose,2,TRUE,high,source_rule=R_OVER_01; rule_category=overdose; clinical_strength=strong; confidence_base=0.95
N412,I double dosed my medication,unknown,medicine,none,none,none,took_drug|took_drug,double_dose,overdose,2,TRUE,high,source_rule=R_OVER_01; rule_category=overdose; clinical_strength=strong; confidence_base=0.95
N413,I took two pills instead of one,unknown,medicine,none,none,none,took_drug|extra_dose,double_dose,overdose,2,TRUE,high,source_rule=R_OVER_01; rule_category=overdose; clinical_strength=strong; confidence_base=0.95
N414,I may have taken too much medicine,unknown,medicine,none,none,none,none,unknown,overdose,2,TRUE,high,source_rule=R_OVER_01; rule_category=overdose; clinical_strength=strong; confidence_base=0.95
N415,I took more than the prescribed dose,unknown,medicine,none,none,none,none,unknown,overdose,2,TRUE,high,source_rule=R_OVER_01; rule_category=overdose; clinical_strength=strong; confidence_base=0.95
N416,I accidentally overdosed my medication,unknown,medicine,none,none,none,none,unknown,overdose,2,TRUE,high,source_rule=R_OVER_01; rule_category=overdose; clinical_strength=strong; confidence_base=0.95
N417,I took an extra dose this morning,unknown,medicine,none,none,none,took_drug|extra_dose,double_dose,overdose,2,TRUE,high,source_rule=R_OVER_01; rule_category=overdose; clinical_strength=strong; confidence_base=0.95
N418,I think I took my medicine twice,unknown,medicine,none,none,none,took_drug|took_drug,double_dose,overdose,2,TRUE,high,source_rule=R_OVER_01; rule_category=overdose; clinical_strength=strong; confidence_base=0.95
N419,I mistakenly took double dose,unknown,medicine,none,none,none,took_drug|extra_dose,double_dose,overdose,2,TRUE,high,source_rule=R_OVER_01; rule_category=overdose; clinical_strength=strong; confidence_base=0.95
